,index,tweets,label
2154,1353,@BlackRoadT Viejotos = viejos url Baia baia,NP
6772,1611,#Torreón 'No puedes entrar por cómo vienes vestida'; mujer de Torreón expone denuncia al IMSS 71 url,NA
1710,909,"#TuitsDeMadrugadaEuropea Ojalá ser gay del todo y tener una amiga como Miare constantemente ""tratando de hacerte cambiar de acera"" ( ͡° ͜ʖ ͡°) hahaha (sé que es un contrasentido, pero a que molaría xP jajajaja)",NP
3727,2926,@darkmoonselina @riboflavinachan * esconde su outfit de amazona que planeaba usar para la gran batalla de colonización trans de Coyoacán *,NP
6214,1053,Estudio cómo loca y nunca tengo las mejores calificaciones 😡,NA
5206,45,"@__callmeval Pkm y tardan como 10 putos minutos en pasar el bus, también me cagaba eso 😂",NA
1676,875,"Debe ser motivo de celebración y alegría porque ese es el espíritu deportivo donde todas las personas tenemos el derecho de llegar “más alto, más lejos y más rápido”. Las personas #trans también tenemos derecho a eso. url",NP
5177,16,"¿Quién es ‘Mariquita Pérez’? @lguerejaoficial le cuenta a @yolandandrade y @Montserrat33 cómo nació este divertido personaje, entérate mañana en la repetición a las 3:30 pm por @UnicableOficial #MontseYJoe #PúblicoConocedor #TodosSomosUnicable @BenitoCastro46 📺😳 url",NA
3163,2362,📹🔓 #NotiMinuto Frente Nacional por la Familia anunció movilizaciones contra matrimonio gay url url,NP
131,131,"Me cambiaste por una gorda, mísera, machorra y culera. 🖕🏻😎 url",P
9,9,"A donde vas a estas horas, hijo? —Al table mamá. —¡A mi no me haces pendeja! ¡VAS AL CONCIERTO DE JUSTIN BIEBER, MARICÓN!",P
3852,3051,"Ejemplo de cartel con consigna “política” en la marcha del #OrgulloMexicano. Pero ojo, lleva el logo de una empresa!! Y si te fijas bie, los dos llevan la camiseta y la gorra de la misma empresa. 

Amiga draga: ¡Esto es publicidad!😕 url",NP
6523,1362,Con ge o con jota. Hay que hacerlo. 👇 url,NA
1402,601,"Qué castrosas las personas que dicen incentivar la diversidad pero al mismo tiempo creen que ""sacar la pluma"" es un must do, y que la personalidad ""mi cielaaaa"" es la única que puede representar a un hombre homosexual. Hueva mil de tweet. url url",NP
5657,496,Imagínate que te tardes arreglando para salir y que llegué yo así vestida JAJJAJAJAJAJAJAJ url,NA
6241,1080,En lugar de preocuparnos por un puto muro veamos lo que este Gobierno nos hace día con día empezando por el alza a la gasolina,NA
3746,2945,.. Como ese día que le dije a alguien que era hombre trans y me arrancó a hablar en pronombres femeninos.,NP
5920,759,"#MiradaDeMujer esa Marcela es una loca, no tienes nada de que hablar con esa mujercita María Inés..",NA
2428,1627,"Not un joto haciéndome descargar mis nudes porque ""cuando llegara a su casa íbamos a sextear"" ya se durmió y todo yo creo el hdsptm 😡",NP
280,280,Estupido marica mentiroso ignorante  @realDonaldTrump como confunde 911 una tragedia tan marcada para EU y #NewYork url,P
6224,1063,@FBots2019 Es weya jajajaja una q anda loca por Barbie url representa esa morra jajajaj,NA
3819,3018,"@fotofestin ¿que se requiere para que ustedes le digan ""mujer"" a una persona? url

Me arrepiento de apoyarlos. Neta.",NP
5533,372,@FerGroo @FuerzaMonarca Es como la típica loca que quiere llamar la atención por que nadie la pela 🙊,NA
5262,101,"A webooooo, campeones del super bowl, hijos de su puta madre.
Que nervios, ya ando ensayando para el domingo.
#GoNiners #SuperBowlLIV",NA
4676,3875,"@Cherrigan @zofyrock Zarya es una oda a la bandera trans. En foros LGBT siempre la han puesto de ""esa es"" since day one. url",NP
4125,3324,"RT @Saadev: Oph o.o que es un intersexual? &lt; Hay gente que no se identifica (o presenta) ni como niño o niña. 

Mira url",NP
124,124,@Tamedamus @atlasfc Las mariquitas les dicen ahora!!!,P
3677,2876,"@Le_Dudette Ya he escuchado/leído en buuuuuu de lugares que lo mejor para la gente trans es no ir al 8M por el riesgo asociado.

Mismo que el 25N. Muchas optamos no ir por qué neta neta, si la cosa se pone ruda.. hay más en contra que a favor.

Ojalá esté más leve hacia el 8M.",NP
3010,2209,"""@Calcifher: @Gloriadepie o lesbiana. Lo mas probable que ambas, aunque podría ser feo el tipo."" Lesbiana? No, lo habría golpeado.",NP
3500,2699,"Si eres hombre y tienes sexo con hombres o eres mujer trans, ven a Inspira y hazte una prueba rápida de #hepatitisc sin costo. url",NP
6993,54,#Entérate Descubren reproducción asexual de pez sierra url url,P
6504,1343,"De entrada, si la mujer en la foto tiene 50 o más años, es obvio que puede vestirse tal y cómo está vestida.

Aurl ¿quién demonios se cree este cuate para pedir a la gente opinión sobre cómo puede/debe vestirse cualquier persona?🤦‍♂️

Pobre url ojalá se consiga una vida. url",NA
3808,3007,Me da risa que parece solo saben decir “GAY! HURR DURR”,NP
1286,485,"Este lipsync es arte, el mejor que nos han dado las vestidas en este 2020 url",NP
4855,4054,La paisanada en Dallas gritando “puto” y el árbitro ya advirtió que tomará medidas al siguiente grito.🤦🏻‍♂️,NP
325,325,"Ya cortate el pelo, gay! @ Mexicali, Baja California url",P
1936,1135,Feliz día del Niño Trans url,NP
4034,3233,"@mi_mo_to Mirelis, me gustaría saber con qué base escribes una pieza que le hace tanto daño a la gente trans. Es peligroso enseñar rechazo.",NP
4275,3474,"@Saidmoraales @AgustinLaje Ah es que es más básico que esto. Ellas no ven “hombre” o “mujer”. Ven “vulva” y “falo”.

Los hombres trans tienen vulva. Listos.",NP
6002,841,Me dijo te voy a bloquear y ya llevo dos horas así jajajaja esta morra está loca. url,NA
4902,4101,"#OhMyG ""Sí, soy un poco gay"" #AsíLoDijo  James Franco @JamesFrancoTV url url",NP
4553,3752,"¿Cómo es una boda gay? @looisrivas y @ChocheElBlog te cuentan de la suya en #MontseYJoe, mañana a las 9:30 pm por @UCanalOficial 👨‍❤️‍👨 #SoyU #FelizDomingo url",NP
3325,2524,"Como cuando en su momento la clase política antiderechos de George W. Bush usaba el matrimonio igualitario para indignar al electorado y ganar elecciones, ahora en Texas y otros estados de EUA hacen lo mismo pero ahora en contra de infancias trans.

🧵
url",NP
43,43,"@pedroferriz3 Y todo para que??  Para que termines mordiendo almohadas.

Mayate!",P
4511,3710,"@AliasCane si claro que si. Neta.. Falta un rato, con el tema trans. Pero hace rato estoy convencida en USA están ""atrás"" que en México.",NP
1698,897,“@ElTioKike_: Vamos a comenzar con la iniciativa de #GuadalajaraHeterosexual castigando toda conducta homosexual en la ciudad” Pobre pendejo,NP
57,57,@AdriannaGarco que marica! Hahaha mejor riiifate en el final!,P
6985,46,@Fer_Gay Tienes más entradas que la defensa del América (la cuando se empiece a quedar pelón),P
1345,544,"Marica's Time, sabes quién url",NP
4918,4117,"En 28 de junio de 1969, un grupo de lesbianas, gays y transexuales se rebelaron contra las fuerzas de la policía en una redada en el bar neoyorquino de Stonewall Inn. Estos disturbios son el inicio de la lucha por derechos entre los homosexuales y los heterosexuales. 🌈📺 url",NP
5672,511,@Cinthia_Vianey A la Puta madre !!!,NA
5617,456,@Manuel_Ibarra La chiva loca 🐐 y la víbora 🐍,NA
4060,3259,@pao_la14 gracias. La verdad es que no solo es la iglesia. En la Biblia católica hay mucho lenguaje anti-mujer anti-trans y anti-lgbt,NP
4309,3508,"¿Sabían qué hay gente odiante que se la pasa editando artículos de gente trans para “corregir” pronombres?

Y radicales transodiantes que se la pasan también editando todos los artículos que hablen de género para decir “NO EXISTE, LA OPRESIÓN ES POR SEXO”. url",NP
2337,1536,@mmmjoselynrc Hola mariquita te amo aún que tu ami no :-(,NP
5914,753,@mimyregia es bien puta esta vieja,NA
2349,1548,"Uno NACE gay 🏳️‍🌈 y se HACE diosa doméstica tallando con la fibra la tarja después de los trastes. Ven la diferencia.
Bien por @Congreso_CdMex por imponer sanciones a quienes impartan ‘terapias de conversión’ u obliguen a algún tercero a recibirlas.🌈👏#NadaQueCurar #NoMasECOSIG",NP
5328,167,Puta qe día más cargado.. y mañana será un día de mierda en el trabajo.,NA
2520,1719,"Drag Carly 
.
.

Maquillar me ha llevado a descubrí cosas infinitas por qué si lo sueñas lo puedes lograr sólo es cuestión de actitud 
.
.
TQM en Carlos Muñoz Beauty url",NP
1967,1166,"Y quien soy yo,  para juzgar al hermano Ladron, asesino, homosexual, lesbiana.
El evangelio me enseña a tener amor al projimo.     En Oracion por ellos y por todos.

Solo Dios juzga ,  nadie mas..",NP
4418,3617,ANALIZAN EN MÉXICO LOS DERECHOS DE LXS NIÑXS TRANS organizado por @COPRED_CDMX url … @amievajoserra @vidallerenas,NP
4043,3242,@monavela Difiero. Soy mujer transgénero y soy igual en sociedad a cualquier persona Cis.,NP
5675,514,"@kimberleyBurgue Mira url

Talento tienes, loca estás y así te quiero yo. Jeje. Te veo hoy ❣️",NA
521,521,"@juncalssolano Callase el hocico pinche transformer matraquero, url",P
5606,445,"Cumple de mi url (@ Barezzito in Naucalpan, MEX) url",NA
4552,3751,"@Cindy_Aparicio “Es que son todas grandotas” y resulta que el tratamiento hormonal de las mujeres trans QUITA músculo (bloqueas testosterona). 

Entonces de hecho estamos en desventaja. Pero wuta, esa si nunca la creen url",NP
290,290,"SubeteAMiMoto 
No porque soy jotó
Y me puedo caeeeer
#Remixfist url",P
5381,220,@bis_kata Estas son las mejores,NA
1448,647,JAJAJAJAJAJ ahora resulta que soy lesbiana,NP
3030,2229,"MAESTROS REPROBADOS NO DARAN CLASE,SUPREMA CORTE/ACTIVISTA TRANSEXUAL ENCARA A OBAMA EN CASA BLANCA url",NP
2593,1792,"Una mujer -que no es trans- deciden que tiene ""demasiada testosterona"" y le prohiben competir en su deporte.

Eso si.. le pidieron que tome pastillas para REDUCIR su testo y ahí si.
Los medios hablan de ""performance REDUCING drugs"". url",NP
6422,1261,"Reunión de padres #VictoriaEnSecundaria Antes de salir de casa me mira y arroja un ""Ah, veo que mamá va a ir a la reunión vestida de joven""",NA
1543,742,@QWERTY_DAMN @DenisNoDenisse @monteror32 @pizza_jhut @Angel_Fierro79 @g_bouillon @SpookyRuffle @GiuIianoDMedici @DonDevaluacion @Stewie_Torres @IngCanoRdz @lpamx @InusualAlan Jotos jotos así lo que se dice jotos @yomeroTNC @CalamardoGuapoo y @josecitojalapa y muy queridos.,NP
2830,2029,"Acabo de grabar: ""Todas putas"" y ""Sobre Ecuador no tienen ni IDEA"" para @sdpnoticias",NP
5605,444,@PepeChu55804921's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,NA
5530,369,@slimtheslut @blowbangwhores Jajajaja pinchi perra loca,NA
4080,3279,"Netflix cancela la producción de la serie turca #ŞimdikiAklımOlsaydı (#IfOnly), ¿La razón? En la trama saldría un personaje gay y el ministro turco exigío que fuera eliminado por lo que la plataforma prefirió cancelarla que cambiar el guion y eso que ya habían invertido 500 mil. url",NP
5331,170,"@FlemingMaye1 Me dijo cosas tan secretas
Que tú no puedes oir
Me confesó algunos pecados
Que prefiero no decir

Me dijo algunas cosas locas
Que no te voy a contar
Tocamos temas muy profundos
Muy difíciles de hablar😔🎹🎼",NA
4789,3988,“@revistaproceso: Exigen remoción del senador opuesto a uniones homosexuales url”/ ccp @homozapp,NP
3593,2792,#Entérate Hotel indemnizará a pareja gay que negó una habitación url,NP
4348,3547,"Me cae que para lo que sea que hagas, siempre habrá una draga que lo hace mejor que tu. Y con estilo. url",NP
6663,1502,Podrías hacer de tu fiesta un sueño hecho realidad en @palaciolecrillonmx con @yubeili y vestida con un diseño hermoso de @marcodeajuria url,NA
5743,582,"@VJSandraK @CanalFox_la Arts 19 y 26 bis de Ley Federal del Derecho de Autor. ""El derecho de autor es irrenunciable"" url",NA
1705,904,"Luz de primavera 
#light #gay #spring #university @ Villa Nicolás Romero url",NP
164,164,Que maricas se ven los Corazones en cada #Tweet !,P
966,165,"Hola como amanecíste ? 
url

Videollamadas $900 
25fotos $500
🔄🔄🔄🔄🔄🔄🔄🔄
#transgenero #transmonterrey #TransMexico #trans #tranny #fetiche #fetichetrans url",NP
4481,3680,Si fue la Marcha del Orgullo Gay en Ciudad de México #loveislove #cdmx #mx #marchagay @ophcourse… url,NP
1026,225,"🤔Soy 78,6% heterosexual, 67,9% homosexual, lo que me coloca en el cuadrante bisexual. url vía @idr_labs",NP
6700,1539,"🚧Hoy hicimos trabajo físico de resistencia especial, porque vamos con todo por el Bi 🏃🏽‍♀️🔥
#EstoEsTigresFemenil 🐯 url",NA
4465,3664,"#EnPortada 2018 en riesgo por pleito, alerta PAN / Ven riesgo de ""ley mordaza"" / Reúnen firmas contra bodas gay url url",NP
4925,4124,"@0Renne0 Seh. De hecho la gente muchas personas transicionan muchas veces y hasta celebro. Se trata de tener libertad de ir y venir.

Nomás que está narrativa antirederechos de “me arrepentí” es vieja. Checa, con la gente gay hacen lo mismo: “ex-Gay”. url",NP
3918,3117,"Subo al escenario por qué hay OTRAS mujeres trans en esta grabación que van a exponer a esta verdulería. 
Y me rompe el corazón abandonar.

Pero de resto.. decepción mil. Pensé iba a ser muy diferente, por romántica o idiota, supongo.",NP
2249,1448,¿Seguros que Maluma no es gay?,NP
5197,36,"Mancera o lo que es lo mismo Don pendejo,de risa loca el pretender defender en la ONU el mamotreto llamado Constitución de CDMX.",NA
306,306,@cperaza @aletzbravo como tu no puedes MARICON,P
413,413,"No tengo nada en contra de los trans, pero me da mucha risa que enseñan todo. Si en realidad fueran mujeres quizá no se atreverían. 😂",P
1665,864,@lincorona Que se declaró bisexual,NP
5792,631,Y luego dicen que las. Ches locas somos las mujeres.. No todos los hombres son url Hay unos peores. #Tumuymal,NA
3337,2536,Estoy realmente cansada de despedir o ver morir a gente LGBT que conozco. Voy una por año desde que salí del clóset url,NP
161,161,@RubenCharvel El maricón es el tal chineo!,P
1673,872,@Satan_is_gay Indirecta entendida ('.')7,NP
837,36,"Soy Brenda
Soy mamá
Soy infectologa y muchas cosas mas
Soy heterosexual
Pro diversidad y tolerancia 
Ser homosexual NO es una enfermedad. Las personas más maravillosas cerca de mí y las que más me han enseñado, son gay #SoyTuAliada 
NO a la desinformación, NO a discriminación",NP
1741,940,"@KlsAbdd @WeedGirrrrrl No bro, pero si estoy hasta la madre de esa masculinidad toxica, que nos educa  a tener que ver las cosas de la misma manera, por que si no somos, jotos.",NP
3385,2584,"@altsps algo más de atravesará... Trans-especie? Gente con rasgos animales etc.
Lo que sí es, Trans no va con la ropa. Pero te entiendo.",NP
5629,468,"Medícate, loca url",NA
6463,1302,"Ya se armó la boyband con @HectorTrejo @Cajadepeliculas y @Fer_Gay. 

Info para el club de fans con la fan #1 @gaby_cam

(Sobra decir que soy el Joey Fatone / Chris Kirkpatrick del grupo) url",NA
5393,232,Aparador de niñs y bebés! Kids and babies display! #fashion #kids #babies @ Ropa y regalos MAYRA url,NA
5962,801,Tiene todo los nenes locos y a las nenas locas 🔥♥️,NA
4677,3876,"NUEVO VIDEO en Diagno-Cis: ¿Por qué no tengo pareja, siendo trans? url

¿Me dan una mano pa' compartirle a todos? 💕",NP
6046,885,Un puñal de luz ¡Qué chulada! ✨📖👌🏻 url,NA
1055,254,"🏳️‍🌈El #MCM presenta ""Orgullo no solo en junio"", #entrevista que realiza Mikónika Q a Marcela Ramón Sala. Coordinadora de la red de Familias Trans. 

🌈¡No te lo pierdas!

🗓️ 28 de junio, 19 h.

#MCM #CDMX #comunidadlgbt #OrgulloLGTBI #Martes url",NP
1183,382,@goliveros @Tirodopolus en q está como saber q eres homosexual??? Creo yo q no se elige se nace siendo lo q eres nadie lo escoge,NP
